id,display_name,works_count,h_index,country_code,works_api_url
A5101925774,Linjun Zhang,75,17,CN,https://api.openalex.org/works?filter=author.id:A5101925774
A5093062819,Gülşah Akçakır,2,1,US,https://api.openalex.org/works?filter=author.id:A5093062819
A5029149122,Megan M. Wisniewski,1,1,US,https://api.openalex.org/works?filter=author.id:A5029149122
A5108220394,Ranjit Kumar Chandra,126,32,US,https://api.openalex.org/works?filter=author.id:A5108220394
A5004151123,Ankit Aich,13,4,DK,https://api.openalex.org/works?filter=author.id:A5004151123
A5023958655,Hiroki Nakajima,114,19,JP,https://api.openalex.org/works?filter=author.id:A5023958655
A5091233601,Kelun Lu,3,2,US,https://api.openalex.org/works?filter=author.id:A5091233601
A5100387373,Young Jin Kim,243,56,KR,https://api.openalex.org/works?filter=author.id:A5100387373
A5072811626,Muhammad Ehab Rasul,11,5,US,https://api.openalex.org/works?filter=author.id:A5072811626
A5107856338,Ivan Smirnov,82,36,US,https://api.openalex.org/works?filter=author.id:A5107856338
A5038897083,Andrés Abeliuk,76,14,CL,https://api.openalex.org/works?filter=author.id:A5038897083
A5100320371,Yongjun Zhang,348,57,CN,https://api.openalex.org/works?filter=author.id:A5100320371
A5015761687,Duccio Piovani,21,6,GB,https://api.openalex.org/works?filter=author.id:A5015761687
A5065954205,Hamed Alhoori,81,14,US,https://api.openalex.org/works?filter=author.id:A5065954205
A5080265907,Dean Eckles,125,34,US,https://api.openalex.org/works?filter=author.id:A5080265907
A5025218700,Amit Goldenberg,139,26,US,https://api.openalex.org/works?filter=author.id:A5025218700
A5031106143,Adrián Arnaiz-Rodríguez,13,3,ES,https://api.openalex.org/works?filter=author.id:A5031106143
A5047497228,Rodrigo Plaza-Pedroche,17,5,ES,https://api.openalex.org/works?filter=author.id:A5047497228
A5021170243,Cassandra Overney,11,4,US,https://api.openalex.org/works?filter=author.id:A5021170243
A5060598258,Mathew V. Kiang,142,35,US,https://api.openalex.org/works?filter=author.id:A5060598258
A5047584056,Veniamin Veselovsky,22,4,CH,https://api.openalex.org/works?filter=author.id:A5047584056
A5010318820,Takayuki Mizuno,227,29,JP,https://api.openalex.org/works?filter=author.id:A5010318820
A5027450101,Tobin South,31,3,US,https://api.openalex.org/works?filter=author.id:A5027450101
A5021090586,Michael Lees,227,28,NL,https://api.openalex.org/works?filter=author.id:A5021090586
A5087662609,Charles Yang,100,34,US,https://api.openalex.org/works?filter=author.id:A5087662609
A5084303908,Júlia Koltai,60,11,HU,https://api.openalex.org/works?filter=author.id:A5084303908
A5064296964,Abdullah Almaatouq,97,13,US,https://api.openalex.org/works?filter=author.id:A5064296964
A5109618222,I-Jeng Wang,101,17,US,https://api.openalex.org/works?filter=author.id:A5109618222
A5100670406,Edward Lee,386,54,US,https://api.openalex.org/works?filter=author.id:A5100670406
A5103137192,Yan Leng,161,43,CN,https://api.openalex.org/works?filter=author.id:A5103137192
A5072263832,Johan Ugander,104,22,US,https://api.openalex.org/works?filter=author.id:A5072263832
A5010544062,Rachith Aiyappa,4,2,US,https://api.openalex.org/works?filter=author.id:A5010544062
A5015718160,Marie‐Laure Charpignon,65,12,US,https://api.openalex.org/works?filter=author.id:A5015718160
A5101617772,Weiyu Li,90,28,US,https://api.openalex.org/works?filter=author.id:A5101617772
A5070544413,Pelin Bicen,45,10,US,https://api.openalex.org/works?filter=author.id:A5070544413
A5091266570,Sanmi Koyejo,91,16,US,https://api.openalex.org/works?filter=author.id:A5091266570
A5030255458,Guodong Ju,48,11,CN,https://api.openalex.org/works?filter=author.id:A5030255458
A5100757577,Anqi Liu,174,21,US,https://api.openalex.org/works?filter=author.id:A5100757577
A5073672615,Grant Schoenebeck,139,21,US,https://api.openalex.org/works?filter=author.id:A5073672615
A5093136191,Şükrü Atsızelti,7,1,TR,https://api.openalex.org/works?filter=author.id:A5093136191
A5078442658,Milo Z. Trujillo,27,7,US,https://api.openalex.org/works?filter=author.id:A5078442658
A5058109169,Zhenwei Tang,69,17,CN,https://api.openalex.org/works?filter=author.id:A5058109169
A5071261828,James Evans,697,59,US,https://api.openalex.org/works?filter=author.id:A5071261828
A5101965763,M. Amin Rahimian,119,18,US,https://api.openalex.org/works?filter=author.id:A5101965763
A5068556395,Ralph Hertwig,586,76,DE,https://api.openalex.org/works?filter=author.id:A5068556395
A5015694492,Zoltán Kmetty,83,8,HU,https://api.openalex.org/works?filter=author.id:A5015694492
A5015843011,Reed Orchinik,13,3,US,https://api.openalex.org/works?filter=author.id:A5015843011
A5008551833,Derek Ouyang,32,6,US,https://api.openalex.org/works?filter=author.id:A5008551833
A5034208573,Georgina Curto,13,1,US,https://api.openalex.org/works?filter=author.id:A5034208573
A5037638116,Isabel O. Gallegos,6,3,US,https://api.openalex.org/works?filter=author.id:A5037638116
A5017748876,Seulki Kang,19,12,KR,https://api.openalex.org/works?filter=author.id:A5017748876
A5048789742,Ashton Anderson,87,22,CA,https://api.openalex.org/works?filter=author.id:A5048789742
A5101621295,David H. Van Thiel,590,76,US,https://api.openalex.org/works?filter=author.id:A5101621295
A5012381948,Joost Rietveld,43,12,GB,https://api.openalex.org/works?filter=author.id:A5012381948
A5087214548,Massimiliano Luca,35,8,IT,https://api.openalex.org/works?filter=author.id:A5087214548
A5041539298,Hao Lin,393,77,CN,https://api.openalex.org/works?filter=author.id:A5041539298
A5068825751,Madison Coots,10,3,US,https://api.openalex.org/works?filter=author.id:A5068825751
A5027872607,Vasileios Maltezos,2,1,FI,https://api.openalex.org/works?filter=author.id:A5027872607
A5083931769,Jiakai Shi,9,3,CA,https://api.openalex.org/works?filter=author.id:A5083931769
A5100725709,Kiho Park,105,23,KR,https://api.openalex.org/works?filter=author.id:A5100725709
A5027036879,Sharad Goel,244,39,US,https://api.openalex.org/works?filter=author.id:A5027036879
A5086453253,Emilio Zagheni,195,34,DE,https://api.openalex.org/works?filter=author.id:A5086453253
A5021589283,Laura Boeschoten,44,8,NL,https://api.openalex.org/works?filter=author.id:A5021589283
A5079270160,Lukas Erhard,8,4,DE,https://api.openalex.org/works?filter=author.id:A5079270160
A5053784747,Kyung Park,249,36,KR,https://api.openalex.org/works?filter=author.id:A5053784747
A5109187560,Xiao-Ming Yin,101,64,US,https://api.openalex.org/works?filter=author.id:A5109187560
A5043488321,Aleksei Gorgadze,7,3,RU,https://api.openalex.org/works?filter=author.id:A5043488321
A5030862748,Enrico Forti,23,6,GB,https://api.openalex.org/works?filter=author.id:A5030862748
A5086210209,Sachin R. Pendse,33,10,US,https://api.openalex.org/works?filter=author.id:A5086210209
A5032620634,Ravi Shroff,39,13,US,https://api.openalex.org/works?filter=author.id:A5032620634
A5066733214,Tauhid Zaman,84,20,US,https://api.openalex.org/works?filter=author.id:A5066733214
A5093895487,Guillaume Moinard,2,1,FR,https://api.openalex.org/works?filter=author.id:A5093895487
A5042418453,Sonia Jaffe,51,13,US,https://api.openalex.org/works?filter=author.id:A5042418453
A5029925982,Pan Hui,568,58,HK,https://api.openalex.org/works?filter=author.id:A5029925982
A5007176508,Alex Pentland,1033,122,US,https://api.openalex.org/works?filter=author.id:A5007176508
A5014989262,Michał Czuba,44,3,PL,https://api.openalex.org/works?filter=author.id:A5014989262
A5102922371,Jinhyuk Yun,40,6,KR,https://api.openalex.org/works?filter=author.id:A5102922371
A5091613258,Samuel R Mendez,16,4,US,https://api.openalex.org/works?filter=author.id:A5091613258
A5075885830,Jennifer F. Ha,97,14,US,https://api.openalex.org/works?filter=author.id:A5075885830
A5073774344,Ronald E. Robertson,52,19,US,https://api.openalex.org/works?filter=author.id:A5073774344
A5103175261,Sathish Gopalakrishnan,89,18,CA,https://api.openalex.org/works?filter=author.id:A5103175261
A5053878379,Christopher Graziul,19,5,US,https://api.openalex.org/works?filter=author.id:A5053878379
A5004855746,Gerard Torrats‐Espinosa,23,9,US,https://api.openalex.org/works?filter=author.id:A5004855746
A5068875173,Jianghui Li,92,21,CN,https://api.openalex.org/works?filter=author.id:A5068875173
A5002117379,Anita Keshmirian,6,3,US,https://api.openalex.org/works?filter=author.id:A5002117379
A5000679279,Duncan J. Watts,217,66,US,https://api.openalex.org/works?filter=author.id:A5000679279
A5008439962,Stefan M. Herzog,124,26,DE,https://api.openalex.org/works?filter=author.id:A5008439962
A5033090175,Neil Malhotra,350,47,US,https://api.openalex.org/works?filter=author.id:A5033090175
A5059236838,Yong‐Yeol Ahn,238,41,US,https://api.openalex.org/works?filter=author.id:A5059236838
A5038884124,Sally Hang,10,5,US,https://api.openalex.org/works?filter=author.id:A5038884124
A5032167625,David J. Blok,47,17,NL,https://api.openalex.org/works?filter=author.id:A5032167625
A5071165387,Mirta Galešić,192,44,AT,https://api.openalex.org/works?filter=author.id:A5071165387
A5107592070,Eunbin Ha,1,1,US,https://api.openalex.org/works?filter=author.id:A5107592070
A5071293344,Adam Fourney,82,20,US,https://api.openalex.org/works?filter=author.id:A5071293344
A5029292684,Ernesto Calvo,160,28,US,https://api.openalex.org/works?filter=author.id:A5029292684
A5058033787,Giulia Cencetti,53,13,IT,https://api.openalex.org/works?filter=author.id:A5058033787
A5038367813,Neil Sehgal,34,13,US,https://api.openalex.org/works?filter=author.id:A5038367813
A5089178335,Yoo Ji Suh,7,4,US,https://api.openalex.org/works?filter=author.id:A5089178335
A5086981709,Mareike Wieland,8,5,DE,https://api.openalex.org/works?filter=author.id:A5086981709
A5100615684,Zhen Xu,238,62,CN,https://api.openalex.org/works?filter=author.id:A5100615684
A5019800917,Mahnaz Roshanaei,16,7,US,https://api.openalex.org/works?filter=author.id:A5019800917
A5101932298,Wenxuan Huang,51,24,CN,https://api.openalex.org/works?filter=author.id:A5101932298
A5012429628,Damian Serwata,3,1,PL,https://api.openalex.org/works?filter=author.id:A5012429628
A5027066421,Evan M Williams,1,1,US,https://api.openalex.org/works?filter=author.id:A5027066421
A5110627453,Anku Rani,19,5,US,https://api.openalex.org/works?filter=author.id:A5110627453
A5071349842,Kaiping Chen,68,16,US,https://api.openalex.org/works?filter=author.id:A5071349842
A5075837940,Diane Dagyong Kim,2,0,US,https://api.openalex.org/works?filter=author.id:A5075837940
A5027180117,Sofia Eleni Spatharioti,15,3,US,https://api.openalex.org/works?filter=author.id:A5027180117
A5101768809,Jason Burton,84,7,US,https://api.openalex.org/works?filter=author.id:A5101768809
A5069503439,Angela Zavaleta Bernuy,40,5,CA,https://api.openalex.org/works?filter=author.id:A5069503439
A5076235905,Matthew G. Burgess,67,21,US,https://api.openalex.org/works?filter=author.id:A5076235905
A5101275716,Yiwei Xu,90,23,CN,https://api.openalex.org/works?filter=author.id:A5101275716
A5034728614,Matti Nelimarkka,80,17,FI,https://api.openalex.org/works?filter=author.id:A5034728614
A5081816161,Saran Tenzin Tamang,17,6,,https://api.openalex.org/works?filter=author.id:A5081816161
A5100379084,Myeong Soo Lee,970,72,KR,https://api.openalex.org/works?filter=author.id:A5100379084
A5106037583,Hyeong Jae Lee,22,13,US,https://api.openalex.org/works?filter=author.id:A5106037583
A5111039992,Lihan Yan,35,21,US,https://api.openalex.org/works?filter=author.id:A5111039992
A5086827245,Ceren Budak,102,22,US,https://api.openalex.org/works?filter=author.id:A5086827245
A5087725561,Danial Vahabli,9,2,US,https://api.openalex.org/works?filter=author.id:A5087725561
A5056877038,Jack Lipei Tang,15,4,US,https://api.openalex.org/works?filter=author.id:A5056877038
A5043896739,Balaraju Battu,21,6,US,https://api.openalex.org/works?filter=author.id:A5043896739
A5010281475,Lindsay C. Page,147,27,US,https://api.openalex.org/works?filter=author.id:A5010281475
A5050709026,Joshua Introne,32,13,US,https://api.openalex.org/works?filter=author.id:A5050709026
A5079358020,Nina Mažar,135,26,US,https://api.openalex.org/works?filter=author.id:A5079358020
A5057650206,Frank Schweitzer,488,56,CH,https://api.openalex.org/works?filter=author.id:A5057650206
A5030381261,Ziyi Zhao,46,9,HK,https://api.openalex.org/works?filter=author.id:A5030381261
A5005262703,Tara Sowrirajan,6,3,US,https://api.openalex.org/works?filter=author.id:A5005262703
A5065387784,Ryan McGrady,12,5,US,https://api.openalex.org/works?filter=author.id:A5065387784
A5054738619,Smitha Muthya Sudheendra,3,1,US,https://api.openalex.org/works?filter=author.id:A5054738619
A5027079032,Daniel B. Larremore,129,34,US,https://api.openalex.org/works?filter=author.id:A5027079032
A5025818752,Jiayu Zheng,63,16,CN,https://api.openalex.org/works?filter=author.id:A5025818752
A5027709403,Layla Bouzoubaa,24,6,US,https://api.openalex.org/works?filter=author.id:A5027709403
A5057330200,Longqi Yang,73,18,US,https://api.openalex.org/works?filter=author.id:A5057330200
A5044191812,Vinícius Andrade Brei,63,14,BR,https://api.openalex.org/works?filter=author.id:A5044191812
A5102800569,Wenrui Huang,218,35,US,https://api.openalex.org/works?filter=author.id:A5102800569
A5070488104,Angelos Chatzimparmpas,33,7,US,https://api.openalex.org/works?filter=author.id:A5070488104
A5033547967,Casey Doyle,32,5,US,https://api.openalex.org/works?filter=author.id:A5033547967
A5072306738,Jason Yan,49,8,US,https://api.openalex.org/works?filter=author.id:A5072306738
A5086112254,Marshall Van Alstyne,172,42,CA,https://api.openalex.org/works?filter=author.id:A5086112254
A5026829784,Sam Corbett‐Davies,34,14,IL,https://api.openalex.org/works?filter=author.id:A5026829784
A5009735497,Michael Bailey,1212,113,AU,https://api.openalex.org/works?filter=author.id:A5009735497
A5033297158,Anoushka Kiyawat,5,1,US,https://api.openalex.org/works?filter=author.id:A5033297158
A5007282319,Talal Rahwan,169,32,AE,https://api.openalex.org/works?filter=author.id:A5007282319
A5101687764,Je Hoon Chae,4,1,US,https://api.openalex.org/works?filter=author.id:A5101687764
A5092418418,Ramtin Ehsani,11,2,US,https://api.openalex.org/works?filter=author.id:A5092418418
A5091097798,Naifu Zhang,43,10,CN,https://api.openalex.org/works?filter=author.id:A5091097798
A5001319317,Yanbang Wang,36,12,US,https://api.openalex.org/works?filter=author.id:A5001319317
A5047170063,Ying Ding,740,63,US,https://api.openalex.org/works?filter=author.id:A5047170063
A5023211206,Yuhao Du,26,8,CN,https://api.openalex.org/works?filter=author.id:A5023211206
A5043228682,Eric Horvitz,707,92,US,https://api.openalex.org/works?filter=author.id:A5043228682
A5032446414,Yingdan Lu,39,8,US,https://api.openalex.org/works?filter=author.id:A5032446414
A5020081727,Andrew Iliadis,56,10,US,https://api.openalex.org/works?filter=author.id:A5020081727
A5019917525,Xiaomeng Xiong,2,0,CN,https://api.openalex.org/works?filter=author.id:A5019917525
A5062286782,Tamm Mikhail,1,0,RU,https://api.openalex.org/works?filter=author.id:A5062286782
A5053200092,Ilia Sucholutsky,76,10,US,https://api.openalex.org/works?filter=author.id:A5053200092
A5088539840,Esteban Moro,182,37,US,https://api.openalex.org/works?filter=author.id:A5088539840
A5037507641,Alexander Wenz,50,15,DE,https://api.openalex.org/works?filter=author.id:A5037507641
A5002073039,Sou Hyun Jang,70,11,KR,https://api.openalex.org/works?filter=author.id:A5002073039
A5067537811,Liza Danielle Kelly Gutiérrez,3,0,MX,https://api.openalex.org/works?filter=author.id:A5067537811
A5035425698,Daniel González‐Acuña,325,34,CL,https://api.openalex.org/works?filter=author.id:A5035425698
A5110823458,Taichi Murayama,20,9,JP,https://api.openalex.org/works?filter=author.id:A5110823458
A5046270537,Diego Gómez-Zará,35,8,US,https://api.openalex.org/works?filter=author.id:A5046270537
A5063367289,Giovanni Petri,137,31,US,https://api.openalex.org/works?filter=author.id:A5063367289
A5027414437,Mikaela Irene Fudolig,32,5,US,https://api.openalex.org/works?filter=author.id:A5027414437
A5006651432,Hilke Schellmann,5,3,US,https://api.openalex.org/works?filter=author.id:A5006651432
A5019198452,Kushagra Tiwari,1,1,IN,https://api.openalex.org/works?filter=author.id:A5019198452
A5073487056,Matthew VanEseltine,12,6,US,https://api.openalex.org/works?filter=author.id:A5073487056
A5076651767,Ziv Epstein,65,18,US,https://api.openalex.org/works?filter=author.id:A5076651767
A5027261073,Michael Geers,14,6,DE,https://api.openalex.org/works?filter=author.id:A5027261073
A5044470378,Ryan Whalen,57,9,HK,https://api.openalex.org/works?filter=author.id:A5044470378
A5081749318,Saloni Dash,33,8,US,https://api.openalex.org/works?filter=author.id:A5081749318
A5089054864,David D. Fang,222,43,US,https://api.openalex.org/works?filter=author.id:A5089054864
A5086654710,Qi Wang,101,17,CN,https://api.openalex.org/works?filter=author.id:A5086654710
A5064910304,Doug Beeferman,40,12,US,https://api.openalex.org/works?filter=author.id:A5064910304
A5111458986,Eric G. Manning,98,16,US,https://api.openalex.org/works?filter=author.id:A5111458986
A5074392155,Jungsik Choi,188,22,KR,https://api.openalex.org/works?filter=author.id:A5074392155
A5013385420,Francesco Pierri,352,18,IT,https://api.openalex.org/works?filter=author.id:A5013385420
A5100435296,Wei Zhong,291,48,CN,https://api.openalex.org/works?filter=author.id:A5100435296
A5029946497,Richard J. Timpone,18,12,US,https://api.openalex.org/works?filter=author.id:A5029946497
A5017914184,Stephan Lewandowsky,587,86,GB,https://api.openalex.org/works?filter=author.id:A5017914184
A5072392110,Lingxin Hao,112,31,US,https://api.openalex.org/works?filter=author.id:A5072392110
A5113325281,H. Christina Fan,21,13,US,https://api.openalex.org/works?filter=author.id:A5113325281
A5075518230,Kathrin Zippel,55,14,DE,https://api.openalex.org/works?filter=author.id:A5075518230
A5077193439,Taekho You,19,5,KR,https://api.openalex.org/works?filter=author.id:A5077193439
A5070356107,Matthew DeVerna,275,7,US,https://api.openalex.org/works?filter=author.id:A5070356107
A5055129683,Neeti Pokhriyal,15,5,US,https://api.openalex.org/works?filter=author.id:A5055129683
A5007368682,Andrea Musso,39,10,CH,https://api.openalex.org/works?filter=author.id:A5007368682
A5057871177,Felix Schmidt,97,30,DE,https://api.openalex.org/works?filter=author.id:A5057871177
A5026949484,Philipp Lorenz-Spreen,62,18,DE,https://api.openalex.org/works?filter=author.id:A5026949484
A5052391231,Lucia Zheng,9,6,US,https://api.openalex.org/works?filter=author.id:A5052391231
A5102252640,Xuzhen Yang,3,1,CN,https://api.openalex.org/works?filter=author.id:A5102252640
A5013389509,Asli Ebru Şanlıtürk,15,3,DE,https://api.openalex.org/works?filter=author.id:A5013389509
A5076071393,Harry Febrian,4,1,CN,https://api.openalex.org/works?filter=author.id:A5076071393
A5026274355,Lucio La Cava,25,5,IT,https://api.openalex.org/works?filter=author.id:A5026274355
A5084073809,Tolga Etgü,39,8,TR,https://api.openalex.org/works?filter=author.id:A5084073809
A5042359253,Anastasios Evgenidis,39,10,GB,https://api.openalex.org/works?filter=author.id:A5042359253
A5011228873,Alessandro Flammini,258,67,IT,https://api.openalex.org/works?filter=author.id:A5011228873
A5059356040,Elisabeth Stockinger,6,2,CH,https://api.openalex.org/works?filter=author.id:A5059356040
A5049055881,Sourav Medya,70,10,US,https://api.openalex.org/works?filter=author.id:A5049055881
A5074354806,Ádám Stefkovics,37,5,HU,https://api.openalex.org/works?filter=author.id:A5074354806
A5089195241,Radosław Michalski,70,19,PL,https://api.openalex.org/works?filter=author.id:A5089195241
A5054876523,Kathryn E. Cramer,50,20,US,https://api.openalex.org/works?filter=author.id:A5054876523
A5039516755,Qian Shen,131,35,CN,https://api.openalex.org/works?filter=author.id:A5039516755
A5075417449,Tomohiro Murakami,125,17,US,https://api.openalex.org/works?filter=author.id:A5075417449
A5055710645,Jon Kleinberg,680,121,US,https://api.openalex.org/works?filter=author.id:A5055710645
A5075314395,Akhil Arora,38,16,US,https://api.openalex.org/works?filter=author.id:A5075314395
A5044033735,Theo Araujo,111,26,NL,https://api.openalex.org/works?filter=author.id:A5044033735
A5026626448,Eni Mustafaraj,110,17,US,https://api.openalex.org/works?filter=author.id:A5026626448
A5000373924,Heysung Lee,8,3,US,https://api.openalex.org/works?filter=author.id:A5000373924
A5012591331,Luhang Sun,10,4,US,https://api.openalex.org/works?filter=author.id:A5012591331
A5064735018,Niccolò Pescetelli,57,11,US,https://api.openalex.org/works?filter=author.id:A5064735018
A5050704425,Liwei Shen,50,15,CN,https://api.openalex.org/works?filter=author.id:A5050704425
A5059666158,Yessica Herrera-Guzman,1,1,FR,https://api.openalex.org/works?filter=author.id:A5059666158
A5032694172,Kenneth Joseph,146,23,US,https://api.openalex.org/works?filter=author.id:A5032694172
A5086624931,Ege Otenen,9,3,US,https://api.openalex.org/works?filter=author.id:A5086624931
A5040217228,Fujio Toriumi,228,16,JP,https://api.openalex.org/works?filter=author.id:A5040217228
A5070251006,Suining He,85,27,US,https://api.openalex.org/works?filter=author.id:A5070251006
A5090309133,Jun-Cheng Wang,14,5,CN,https://api.openalex.org/works?filter=author.id:A5090309133
A5115594465,Anqi Shao,16,4,US,https://api.openalex.org/works?filter=author.id:A5115594465
A5019136836,Max Pellert,23,10,DE,https://api.openalex.org/works?filter=author.id:A5019136836
A5039707142,Byunghwee Lee,14,4,KR,https://api.openalex.org/works?filter=author.id:A5039707142
A5077795637,Jennifer Pan,245,28,US,https://api.openalex.org/works?filter=author.id:A5077795637
A5048697208,Fynn Bachmann,6,2,DE,https://api.openalex.org/works?filter=author.id:A5048697208
A5002511145,Ryan Smith,325,39,US,https://api.openalex.org/works?filter=author.id:A5002511145
A5084817430,Francesco Salvi,9,3,CH,https://api.openalex.org/works?filter=author.id:A5084817430
A5100740618,Hao Peng,372,44,CN,https://api.openalex.org/works?filter=author.id:A5100740618
A5051317739,Martin Bekker,20,4,ZA,https://api.openalex.org/works?filter=author.id:A5051317739
A5100629298,Yue Yang,192,45,CN,https://api.openalex.org/works?filter=author.id:A5100629298
A5110548152,Ying-Kai Huang,7,5,TW,https://api.openalex.org/works?filter=author.id:A5110548152
A5022638781,Pranav Goel,40,7,US,https://api.openalex.org/works?filter=author.id:A5022638781
A5045451254,Javier Garcia‐Bernardo,83,16,CZ,https://api.openalex.org/works?filter=author.id:A5045451254
A5043268072,Yukihisa Fujita,70,18,JP,https://api.openalex.org/works?filter=author.id:A5043268072
A5055036876,Yun‐Shiuan Chuang,49,11,TW,https://api.openalex.org/works?filter=author.id:A5055036876
A5035143437,Koji Suzuki,792,65,JP,https://api.openalex.org/works?filter=author.id:A5035143437
A5056242621,Roberta Sinatra,85,28,DK,https://api.openalex.org/works?filter=author.id:A5056242621
A5067902287,Sean O’Hagan,37,9,CA,https://api.openalex.org/works?filter=author.id:A5067902287
A5084208311,Daisuke Kikutani,3,0,JP,https://api.openalex.org/works?filter=author.id:A5084208311
A5019218689,Cameron Lai,5,1,JP,https://api.openalex.org/works?filter=author.id:A5019218689
A5094065676,Laura Fürsich,1,0,SE,https://api.openalex.org/works?filter=author.id:A5094065676
A5054478253,Alexandra Segerberg,35,14,SE,https://api.openalex.org/works?filter=author.id:A5054478253
A5003660402,Tyler Simko,88,7,US,https://api.openalex.org/works?filter=author.id:A5003660402
A5100443683,Lin Chen,60,19,CN,https://api.openalex.org/works?filter=author.id:A5100443683
A5050252738,Siddhartha Sen,274,23,US,https://api.openalex.org/works?filter=author.id:A5050252738
A5017040952,Simone Centellegher,25,5,IT,https://api.openalex.org/works?filter=author.id:A5017040952
A5087900468,Taegyoon Kim,4,2,KR,https://api.openalex.org/works?filter=author.id:A5087900468
A5070324886,Anthony G. Cusimano,2,2,US,https://api.openalex.org/works?filter=author.id:A5070324886
A5077079991,Friedolin Merhout,15,9,DK,https://api.openalex.org/works?filter=author.id:A5077079991
A5047870166,Yuheun Kim,3,2,US,https://api.openalex.org/works?filter=author.id:A5047870166
A5063557800,Kiran Garimella,176,39,US,https://api.openalex.org/works?filter=author.id:A5063557800
A5060488949,Lukas Otto,41,15,DE,https://api.openalex.org/works?filter=author.id:A5060488949
A5064475993,Giona Casiraghi,55,10,CH,https://api.openalex.org/works?filter=author.id:A5064475993
A5086308811,Mauro Martinelli,37,10,IT,https://api.openalex.org/works?filter=author.id:A5086308811
A5082698243,Cameron Martel,46,15,US,https://api.openalex.org/works?filter=author.id:A5082698243
A5077347349,Jennifer M. Krebsbach,19,2,US,https://api.openalex.org/works?filter=author.id:A5077347349
A5065210070,Hsuan‐Wei Lee,66,14,US,https://api.openalex.org/works?filter=author.id:A5065210070
A5046955571,Peter Meylakhs,33,12,US,https://api.openalex.org/works?filter=author.id:A5046955571
A5051695638,Jun Yuan,195,48,CN,https://api.openalex.org/works?filter=author.id:A5051695638
A5090107603,Zsófia Rakovics,6,2,HU,https://api.openalex.org/works?filter=author.id:A5090107603
A5088460626,Wing-Yue Geoffrey Louie,42,12,US,https://api.openalex.org/works?filter=author.id:A5088460626
A5011711173,Jiyoun Suk,33,10,US,https://api.openalex.org/works?filter=author.id:A5011711173
A5101754192,Giuseppe Russo,177,24,IT,https://api.openalex.org/works?filter=author.id:A5101754192
A5081248593,Natascha Just,119,17,CH,https://api.openalex.org/works?filter=author.id:A5081248593
A5015711710,Brian Uzzi,192,51,US,https://api.openalex.org/works?filter=author.id:A5015711710
A5072090727,The Jin Ai,41,7,ID,https://api.openalex.org/works?filter=author.id:A5072090727
A5080791781,Susan T. Fiske,589,123,US,https://api.openalex.org/works?filter=author.id:A5080791781
A5011588754,Nicholas LaBerge,19,4,US,https://api.openalex.org/works?filter=author.id:A5011588754
A5089055856,Alex McAvoy,50,16,US,https://api.openalex.org/works?filter=author.id:A5089055856
A5078951239,Elinor Poole-Dayan,3,2,DZ,https://api.openalex.org/works?filter=author.id:A5078951239
A5081540617,David H. Rehkopf,276,49,US,https://api.openalex.org/works?filter=author.id:A5081540617
A5014437029,Jana Lasser,117,15,AT,https://api.openalex.org/works?filter=author.id:A5014437029
A5032431129,Pedro Ramaciotti Morales,64,8,FR,https://api.openalex.org/works?filter=author.id:A5032431129
A5061941192,Priyanka Goonetilleke,5,2,US,https://api.openalex.org/works?filter=author.id:A5061941192
A5046226201,Bojan Simoski,14,4,NL,https://api.openalex.org/works?filter=author.id:A5046226201
A5009445587,Matt Bowden,134,8,IE,https://api.openalex.org/works?filter=author.id:A5009445587
A5023365550,Brendan O’Connor,284,51,US,https://api.openalex.org/works?filter=author.id:A5023365550
A5015237956,Matteo Mazzamurro,10,2,GB,https://api.openalex.org/works?filter=author.id:A5015237956
A5100399276,Han Zhang,3837,172,CN,https://api.openalex.org/works?filter=author.id:A5100399276
A5003768044,Valentín Vergara Hidd,3,1,US,https://api.openalex.org/works?filter=author.id:A5003768044
A5025564826,Negin Maddah,9,1,US,https://api.openalex.org/works?filter=author.id:A5025564826
A5100391619,Jisoo Kim,77,17,US,https://api.openalex.org/works?filter=author.id:A5100391619
A5079517520,Petter Holme,271,52,FI,https://api.openalex.org/works?filter=author.id:A5079517520
A5076193392,Brenda Curtis,145,25,US,https://api.openalex.org/works?filter=author.id:A5076193392
A5101694421,Andrew Gordon Wilson,236,48,US,https://api.openalex.org/works?filter=author.id:A5101694421
A5045494255,Kate Starbird,113,36,US,https://api.openalex.org/works?filter=author.id:A5045494255
A5075283583,Noshir Contractor,354,48,US,https://api.openalex.org/works?filter=author.id:A5075283583
A5055299231,Yang Huang,277,63,HK,https://api.openalex.org/works?filter=author.id:A5055299231
A5012739163,Haruhiko Tashiro,16,6,JP,https://api.openalex.org/works?filter=author.id:A5012739163
A5006566063,Donghyun Kang,40,12,KR,https://api.openalex.org/works?filter=author.id:A5006566063
A5012236452,Andrew Renninger,17,3,GB,https://api.openalex.org/works?filter=author.id:A5012236452
A5009187597,Yanna Krupnikov,197,29,US,https://api.openalex.org/works?filter=author.id:A5009187597
A5087362167,Junghyun Lim,75,19,KR,https://api.openalex.org/works?filter=author.id:A5087362167
A5101761867,Shengchun Huang,21,8,CN,https://api.openalex.org/works?filter=author.id:A5101761867
A5039092140,Madison K. Landry,1,1,US,https://api.openalex.org/works?filter=author.id:A5039092140
A5007289706,Juan Diego Porras-Alvarado,18,6,US,https://api.openalex.org/works?filter=author.id:A5007289706
